PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
170464807,NCGC00015251-13,2,69,,,,active antagonist,active antagonist,6.943856576,-72.01913928,inactive,,0,Vitas
170464867,NCGC00015619-13,2,69,,,,active antagonist,active antagonist,14.39684765,-106.5251628,inactive,,0,Vitas
170465145,NCGC00164553-02,2,69,,,,active antagonist,active antagonist,4.216324956,-64.23199568,inactive,,0,Sequoia
170465475,NCGC00091325-09,2,69,,,,active antagonist,active antagonist,8.412674293,-82.11454055,active antagonist,26.60321198,-58.57633587,Microsource
170466171,NCGC00262968-01,2,69,,,,active antagonist,active antagonist,0.334914596,-36.89744112,inactive,,0,GVK
170466346,NCGC00016557-06,2,69,,,,active antagonist,active antagonist,7.215516248,-79.74495712,active antagonist,12.34811718,-28.22408799,Microsource
170466458,NCGC00160648-02,2,69,,,,active antagonist,active antagonist,8.7417975,-78.65291357,inconclusive agonist,,,Vitas
170466824,NCGC00262960-01,2,69,,,,active antagonist,active antagonist,11.43582258,-93.92239628,inactive,,0,GVK
144208165,NCGC00258520-01,2,68,,,,active antagonist,active antagonist,6.20138972,-65.11438598,inactive,,0,SigmaAldrich
144209377,NCGC00259728-01,2,68,,,,active antagonist,active antagonist,11.21564569,-81.19992349,inactive,,0,SIGMA
144209417,NCGC00259768-01,2,68,,,,active antagonist,active antagonist,14.11966136,-88.05274188,inactive,,0,NTP-MRI Repository
144209820,NCGC00260170-01,2,68,,,,active antagonist,active antagonist,9.352226729,-76.16464398,inactive,,0,Io-li-tec
144209821,NCGC00260171-01,2,68,,,,active antagonist,active antagonist,10.05734233,-77.02644998,inactive,,0,Io-li-tec
144210414,NCGC00254025-01,2,68,,,,active antagonist,active antagonist,12.06649913,-84.32632692,active antagonist,42.81355453,-79.4610676,Crescent
144210587,NCGC00253967-01,2,68,,,,active antagonist,active antagonist,11.29601018,-84.09830869,active antagonist,45.84145662,-59.73377638,SIGMA
144210753,NCGC00254320-01,2,68,,,,active antagonist,active antagonist,8.599808609,-69.60695736,inactive,,0,Pfizer
144211263,NCGC00254848-01,2,68,,,,active antagonist,active antagonist,9.276385172,-76.05116253,inactive,,0,Crescent
144211528,NCGC00255905-01,2,68,,,,active antagonist,active antagonist,15.35530365,-97.13844317,inconclusive antagonist,61.13056489,-39.87344029,SIGMA
144211603,NCGC00257548-01,2,68,,,,active antagonist,active antagonist,6.352213333,-67.55359595,inconclusive agonist,43.27712571,51.35963713,Enamine
144211642,NCGC00255384-01,2,68,,,,active antagonist,active antagonist,14.22083426,-88.79178468,active antagonist,48.5577337,-39.58164507,Pfaltz-Bauer
144211855,NCGC00255450-01,2,68,,,,active antagonist,active antagonist,2.168994291,-46.83495638,active antagonist,17.22893407,-34.5449286,LightBiologicals
144212047,NCGC00256218-01,2,68,,,,active antagonist,active antagonist,10.2626238,-83.51566239,inconclusive,,,SIGMA
144212288,NCGC00255381-01,2,68,,,,active antagonist,active antagonist,7.695882158,-71.49314871,inactive,,0,SIGMA
144212450,NCGC00255429-01,2,68,,,,active antagonist,active antagonist,6.436058353,-67.62421601,inconclusive antagonist,25.6224098,-32.21179029,LightBiologicals
144212931,NCGC00256767-01,2,68,,,,active antagonist,active antagonist,16.0047303,-100.3487963,active antagonist,61.31711233,-88.99819377,SIGMA
144213006,NCGC00256637-01,2,68,,,,active antagonist,active antagonist,10.64848952,-81.07038596,active antagonist,55.45678314,-55.75231312,SIGMA
144213228,NCGC00256382-01,2,68,,,,active antagonist,active antagonist,9.688541615,-76.22033347,active antagonist,40.85624122,-76.37333896,Enamine
144213627,NCGC00257232-01,2,68,,,,active antagonist,active antagonist,9.688541615,-77.11566265,inconclusive agonist,,,LightBiologicals
144213755,NCGC00257242-01,2,68,,,,active antagonist,active antagonist,14.13410727,-94.01119585,inconclusive agonist,13.60196697,50.75868196,SIGMA
170464713,NCGC00142623-04,2,68,,,,active antagonist,active antagonist,13.33319022,-88.97017131,inactive,,0,Sequoia
170464742,NCGC00164624-02,2,68,,,,active antagonist,active antagonist,6.943856576,-71.42531999,inconclusive antagonist,26.60321198,-38.34892567,Sequoia
170465126,NCGC00166088-02,2,68,,,,active antagonist,active antagonist,1.883363177,-44.23652735,inactive,,0,Tocris
170465275,NCGC00016296-07,2,68,,,,active antagonist,active antagonist,8.412674293,-75.28959207,inconclusive antagonist,13.33319022,-27.44505062,Vitas
170465389,NCGC00179475-03,2,68,,,,active antagonist,active antagonist,16.78549199,-100.9747328,inactive,,0,"Prestwick Chemical, Inc."
170465937,NCGC00181770-02,2,68,,,,active antagonist,active antagonist,6.896198076,-66.27868654,inconclusive agonist,2.309988017,63.9896608,APAC
170466173,NCGC00262909-01,2,68,,,,active antagonist,active antagonist,11.00527102,-79.79322157,inconclusive agonist,1.333319022,59.65867994,GVK
170466455,NCGC00025302-02,2,68,,,,active antagonist,active antagonist,6.943856576,-64.4801412,inactive,,0,Tocris
170466728,NCGC00253625-01,2,68,,,,active antagonist,active antagonist,16.78549199,-95.42783649,inactive,,0,GVK
251919805,NCGC00357046-01,2,68,,,,active antagonist,active antagonist,10.1921876,-82.23124449,inactive,,0,Sigma Chemical Company
144206942,NCGC00181780-01,2,67,,,,active antagonist,active antagonist,12.34811718,-78.26819567,inactive,,0,SIGMA
144207326,NCGC00257682-01,2,67,,,,active antagonist,active antagonist,15.25473262,-83.61010317,inconclusive antagonist,79.44585934,-61.8402815,SIGMA
144207601,NCGC00257957-01,2,67,,,,active antagonist,active antagonist,21.04326198,-103.5983538,inactive,,0,City Chemical
144208744,NCGC00260672-01,2,67,,,,active antagonist,active antagonist,13.14339869,-83.55158071,inconclusive antagonist,,,Fisher
144208829,NCGC00259180-01,2,67,,,,active antagonist,active antagonist,16.86732892,-88.94771766,inconclusive antagonist,,,SIGMA
144209515,NCGC00259866-01,2,67,,,,active antagonist,active antagonist,15.54288043,-88.17167894,inactive,,0,SIGMA
144209687,NCGC00260038-01,2,67,,,,active antagonist,active antagonist,22.67609632,-100.9430051,inactive,,0,SIGMA
144209801,NCGC00260151-01,2,67,,,,active antagonist,active antagonist,15.37092052,-88.51051681,inconclusive antagonist,61.19273678,-72.76815826,SigmaAldrich
144209989,NCGC00260337-01,2,67,,,,active antagonist,active antagonist,12.88083693,-80.74100935,inconclusive antagonist,,,TCI
144210535,NCGC00254069-01,2,67,,,,active antagonist,active antagonist,10.06757967,-66.59504046,inconclusive agonist,0.408562412,41.88915162,Pharma
144210555,NCGC00253992-01,2,67,,,,active antagonist,active antagonist,19.75340795,-95.23115437,active antagonist,61.27858086,-60.15367252,Pharma
144210627,NCGC00254120-01,2,67,,,,active antagonist,active antagonist,18.60337506,-92.95837997,inactive,,0,SIGMA
144210703,NCGC00254338-01,2,67,,,,active antagonist,active antagonist,17.90296963,-88.28565157,active antagonist,54.48267331,-70.41894707,SIGMA
144210788,NCGC00254440-01,2,67,,,,active antagonist,active antagonist,17.22893407,-91.02019068,active antagonist,56.61416092,-39.13394358,GSK
144210949,NCGC00254431-01,2,67,,,,active antagonist,active antagonist,8.412674293,-64.10834386,inactive,,0,Synthonix
144211007,NCGC00254598-01,2,67,,,,active antagonist,active antagonist,13.17018095,-74.71238204,inactive,,0,SIGMA
144211040,NCGC00254629-01,2,67,,,,active antagonist,active antagonist,5.577696163,-52.43673059,inactive,,0,Chemservice
144211185,NCGC00254772-01,2,67,,,,active antagonist,active antagonist,2.627796573,-41.961006,inactive,,0,SIGMA
144211427,NCGC00255010-01,2,67,,,,active antagonist,active antagonist,15.35530365,-85.75246777,inconclusive antagonist,36.41316332,-27.7653207,SIGMA
144211871,NCGC00255512-01,2,67,,,,active antagonist,active antagonist,15.95603848,-89.44462146,inconclusive antagonist,,,LightBiologicals
144212086,NCGC00255664-01,2,67,,,,active antagonist,active antagonist,12.67433188,-72.75846563,inactive,,0,Sigma DiscoveryCPR
144212257,NCGC00255335-01,2,67,,,,active antagonist,active antagonist,19.33118197,-93.07500105,inconclusive antagonist,57.71097466,-42.32066965,LightBiologicals
144212680,NCGC00255277-01,2,67,,,,active antagonist,active antagonist,19.24356375,-97.01123729,inconclusive,,,LightBiologicals
144212910,NCGC00256631-01,2,67,,,,active antagonist,active antagonist,19.33118197,-100.8713933,inactive,,0,SIGMA
144213198,NCGC00256344-01,2,67,,,,active antagonist,active antagonist,1.821292281,-40.9640358,inactive,,0,SIGMA
144213666,NCGC00257427-01,2,67,,,,active antagonist,active antagonist,17.90296963,-94.5363188,inconclusive antagonist,20.47662651,-25.53255744,Astellas Pharma
170464657,NCGC00090726-12,2,67,,,,active antagonist,active antagonist,5.011111602,-52.63390637,inactive,,0,Microsource
170464681,NCGC00016961-06,2,67,,,,active antagonist,active antagonist,13.33319022,-81.04122902,inactive,,0,Bosche
170464884,NCGC00179665-04,2,67,,,,active antagonist,active antagonist,18.83363177,-100.2954763,inactive,,0,Prestwick
170464917,NCGC00164789-04,2,67,,,,active antagonist,active antagonist,3.34914596,-44.75323922,inactive,,0,Prestwick
170465021,NCGC00015754-16,2,67,,,,active antagonist,active antagonist,14.12323141,-78.15336173,inactive,,0,Microsource
170465084,NCGC00095264-04,2,67,,,,active antagonist,active antagonist,12.34811718,-80.36967342,inconclusive antagonist,10.59092945,-24.3618487,Vitas
170465091,NCGC00161599-09,2,67,,,,active antagonist,active antagonist,12.83120398,-80.97758349,inactive,,0,"Prestwick Chemical, Inc."
170465434,NCGC00164574-06,2,67,,,,active antagonist,active antagonist,5.731488284,-56.55160444,inactive,,0,Sequoia
170465558,NCGC00163125-06,2,67,,,,active antagonist,active antagonist,8.412674293,-63.92105592,inconclusive agonist,,,"Prestwick Chemical, Inc."
170465744,NCGC00166218-02,2,67,,,,active antagonist,active antagonist,4.216324956,-53.10357698,inconclusive,,,Specs
170466276,NCGC00166121-03,2,67,,,,active antagonist,active antagonist,14.96008548,-84.1592566,inactive,,0,Tocris
170466595,NCGC00015560-12,2,67,,,,active antagonist,active antagonist,26.60321198,-119.0080402,inconclusive agonist,29.84929478,93.07855337,Enzo
170466719,NCGC00262911-01,2,67,,,,active antagonist,active antagonist,13.33319022,-75.55648017,inactive,,0,GVK
251919721,NCGC00357081-01,2,67,,,,active antagonist,active antagonist,12.19715124,-80.066348,inactive,,0,Sigma Chemical Company
144207235,NCGC00257591-01,2,66,,,,active antagonist,active antagonist,21.73406552,-94.43365279,inactive,,0,SIGMA
144207339,NCGC00257695-01,2,66,,,,active antagonist,active antagonist,19.31152479,-82.19177202,inactive,,0,SIGMA
144207489,NCGC00257845-01,2,66,,,,active antagonist,active antagonist,27.25049202,-107.1225656,inconclusive,,,SIGMA
144207925,NCGC00258281-01,2,66,,,,active antagonist,active antagonist,25.72643727,-99.52909942,inconclusive agonist,22.06545971,52.07969175,SigmaAldrich
144208040,NCGC00258396-01,2,66,,,,active antagonist,active antagonist,20.2305425,-83.40391553,inactive,,0,Io-li-tec
144208349,NCGC00258703-01,2,66,,,,active antagonist,active antagonist,25.47936287,-108.4306835,inconclusive agonist,80.57282001,95.33677291,SIGMA
144208547,NCGC00258901-01,2,66,,,,active antagonist,active antagonist,21.95490216,-86.8561107,inconclusive,,,SIGMA
144209433,NCGC00259784-01,2,66,,,,active antagonist,active antagonist,13.56026804,-65.90930171,inactive,,0,SIGMA
144209507,NCGC00259858-01,2,66,,,,active antagonist,active antagonist,23.8739937,-97.52971631,inactive,,0,SigmaAldrich
144209742,NCGC00260093-01,2,66,,,,active antagonist,active antagonist,18.48992076,-87.33840752,inconclusive antagonist,57.35901912,-30.55936632,SIGMA
144210146,NCGC00260494-01,2,66,,,,active antagonist,active antagonist,15.26165796,-74.47087742,active antagonist,44.69597166,-29.07272438,SIGMA
144210350,NCGC00254114-01,2,66,,,,active antagonist,active antagonist,20.87333013,-82.19237161,inactive,,0,Enamine
144210401,NCGC00254178-01,2,66,,,,active antagonist,active antagonist,26.27796573,-104.5545831,inactive,,0,SIGMA
144210544,NCGC00253991-01,2,66,,,,active antagonist,active antagonist,17.22893407,-81.82649415,active antagonist,54.48267331,-50.58041554,Pharma
144210582,NCGC00254090-01,2,66,,,,active antagonist,active antagonist,14.22083426,-71.6236483,inactive,,0,Pharma
144210854,NCGC00254495-01,2,66,,,,active antagonist,active antagonist,19.33118197,-78.82381063,inconclusive antagonist,,,SIGMA
144210915,NCGC00254240-01,2,66,,,,active antagonist,active antagonist,22.53850342,-91.2857936,inconclusive antagonist,68.58962193,-92.38772563,Waterstone
144210930,NCGC00254373-01,2,66,,,,active antagonist,active antagonist,12.66144384,-70.59564537,inactive,,0,SIGMA
144211417,NCGC00255000-01,2,66,,,,active antagonist,active antagonist,5.882903737,-51.33348233,inactive,,0,ChemService
144211519,NCGC00255099-01,2,66,,,,active antagonist,active antagonist,20.88603339,-88.64905249,inactive,,0,SIGMA
144211648,NCGC00255599-01,2,66,,,,active antagonist,active antagonist,21.6678872,-86.32314147,inactive,,0,SIGMA
144211874,NCGC00255523-01,2,66,,,,active antagonist,active antagonist,15.35530365,-73.49205095,inactive,,0,LightBiologicals
144211907,NCGC00255988-01,2,66,,,,active antagonist,active antagonist,13.68542878,-74.04864235,active agonist,0.32453266,58.8621259,LightBiologicals
144212401,NCGC00255995-01,2,66,,,,active antagonist,active antagonist,19.33118197,-79.206418,inactive,,0,Acros
144212518,NCGC00255126-01,2,66,,,,active antagonist,active antagonist,12.77466206,-67.89678204,inactive,,0,LightBiologicals
144212641,NCGC00255184-01,2,66,,,,active antagonist,active antagonist,3.437624287,-42.78747543,inactive,,0,SIGMA
144212688,NCGC00255227-01,2,66,,,,active antagonist,active antagonist,20.47662651,-86.10980628,inactive,,0,LightBiologicals
144213957,NCGC00257456-01,2,66,,,,active antagonist,active antagonist,14.02768313,-67.28198566,inactive,,0,Toronto Research
170464622,NCGC00263480-01,2,66,,,,active antagonist,active antagonist,23.71013763,-93.96281564,inactive,,0,Vitas
170464834,NCGC00015826-13,2,66,,,,active antagonist,active antagonist,17.78009491,-76.81180127,inconclusive agonist,5.955717301,45.21167453,Microsource
170464870,NCGC00164590-02,2,66,,,,active antagonist,active antagonist,14.12323141,-72.23964368,inactive,,0,Sequoia
170465049,NCGC00178854-03,2,66,,,,active antagonist,active antagonist,15.5453585,-80.24401751,active agonist,0.630861574,57.2083855,Microsource
170465078,NCGC00165846-04,2,66,,,,active antagonist,active antagonist,21.13168241,-89.60898955,inactive,,0,Prestwick
170465097,NCGC00161602-06,2,66,,,,active antagonist,active antagonist,21.13168241,-92.16751983,inconclusive agonist,1.584652627,51.84715147,Prestwick
170465210,NCGC00021268-04,2,66,,,,active antagonist,active antagonist,26.60321198,-106.8664142,inactive,,0,Bosche
170465251,NCGC00344550-01,2,66,,,,active antagonist,active antagonist,17.78009491,-78.95170986,inactive,,0,Prestwick
170465392,NCGC00159510-05,2,66,,,,active antagonist,active antagonist,25.11505161,-96.11103302,inactive,,0,Microsource
170465575,NCGC00022019-03,2,66,,,,active antagonist,active antagonist,16.78549199,-75.29587912,inactive,,0,SIGMA
170465611,NCGC00160514-02,2,66,,,,active antagonist,active antagonist,16.15352875,-76.03904043,inactive,,0,Vitas
170465992,NCGC00094574-15,2,66,,,,active antagonist,active antagonist,19.94959461,-82.92964349,inactive,,0,Microsource
170465994,NCGC00161621-03,2,66,,,,active antagonist,active antagonist,6.430835626,-53.30271795,active antagonist,25.60161775,-35.16893164,Vitas
170466107,NCGC00262929-01,2,66,,,,active antagonist,active antagonist,14.96008548,-71.72564057,inactive,,0,GVK
170466259,NCGC00262954-01,2,66,,,,active antagonist,active antagonist,0.668242472,-29.14871538,inactive,,0,GVK
170466339,NCGC00024665-10,2,66,,,,active antagonist,active antagonist,16.78549199,-72.77280441,inactive,,0,"Prestwick Chemical, Inc."
251919722,NCGC00357219-01,2,66,,,,active antagonist,active antagonist,4.466157917,-46.02312685,inconclusive antagonist,,,Sigma Chemical Company
144206876,NCGC00183024-01,2,65,,,,active antagonist,active antagonist,28.17955139,-85.85387198,inactive,,0,Pharmaron
144207512,NCGC00257868-01,2,65,,,,active antagonist,active antagonist,25.69991909,-91.82191234,inactive,,0,ChromaDex
144207684,NCGC00258040-01,2,65,,,,active antagonist,active antagonist,19.88335658,-66.86399503,inactive,,0,Chemos
144207704,NCGC00258060-01,2,65,,,,active antagonist,active antagonist,32.19295037,-96.24377542,inconclusive antagonist,,4.23470638,SigmaAldrich
144207714,NCGC00258070-01,2,65,,,,active antagonist,active antagonist,16.31479774,-65.81971623,inactive,,0,SIGMA
144207953,NCGC00258309-01,2,65,,,,active antagonist,active antagonist,25.69991909,-94.59333169,inactive,,0,SIGMA
144208108,NCGC00258464-01,2,65,,,,active antagonist,active antagonist,25.5556705,-93.25084798,inactive,,0,SIGMA
144208619,NCGC00258972-01,2,65,,,,active antagonist,active antagonist,25.26290175,-80.80070669,inconclusive antagonist,,,SigmaAldrich
144208660,NCGC00259013-01,2,65,,,,active antagonist,active antagonist,24.90894743,-79.94943218,inconclusive antagonist,,,SIGMA
