SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
476		-0.562	-0.263	-0.238	-0.107	-0.321
477		-0.601	-0.44	-0.474	-0.169	-0.51
478		-0.093	0.042	-0.101	-0.32	0.408
479		-0.527	-0.241	-0.329	0.027	-0.443
480		-0.726	-0.747	-0.583	-0.464	-0.702
481		-0.194	-0.072	-0.037	0.221	-0.006
482		-0.517	-0.258	-0.514	-0.184	-0.092
483	C20orf18	-0.325	-0.339	-0.434	-0.281	0.369
484	BAT4	-0.093	-0.089	-0.291	-0.165	-0.042
485	MYO5C	-0.135	-0.141	-0.355	0.033	-0.186
486	FLJ13725	-0.059	0.162	0.083	0.419	0.17
487	NFIA	0.202	0.216	0.094	0.187	-0.029
488		-0.128	-0.28	-0.461	-0.385	-0.568
489		0.269	0.344	0.235	0.438	0.518
490	FLJ10618	-0.178	0.05	-0.211	0.146	0.117
491	DPP7	0.037	-0.018	-0.357	-0.741	-0.138
492	KIFC3	-0.516	-0.293	-0.625	-0.982	-0.688
493	LOC90826	-0.253	-0.043	-0.341	0.07	-0.228
494		-0.266	-0.164	-0.208	-0.163	-0.289
495	CYLD	0.04	0.284	0.177	0.321	-0.036
496		-0.158	-0.057	-0.233	0.295	0.205
497		-0.229	-0.053	-0.21	0.036	-0.109
498		0.237	0.069	0.086	0.938	0.767
499	C1orf6	0.105	0.113	0.079	-0.024	-0.246
500		-0.308	-0.35	-0.662	-0.568	-0.162
501		-0.04	-0.034	-0.351	0.27	-0.099
502		-0.049	0.156	-0.037	0.138	0.156
503	KCNMB4	-0.695	-0.427	-0.47	-0.062	-0.3
504		0.068	0.183	0.006	0.188	-0.174
505		-0.784	-0.195	-0.175	0.328	-0.662
506	GPRK2L	-0.58	-0.065	-0.138	0.541	-0.191
507		-0.115	0.112	-0.102	0.064	0.084
508	FTS	0.158	0.02	-0.07	0.315	-0.134
509	C21orf80	-0.22	-0.111	-0.054	0.363	-0.202
510	DKFZP434I216	0.131	-0.064	-0.272	-0.314	-0.114
511	PDE7A	0.106	0.127	0.131	0.35	0.172
512		-0.021	0.07	-0.173	0.202	-0.239
513		-0.024	0.044	0.084	0.176	0.18
514		0.237	0.201	0.079	0.53	0.371
515		-0.045	-0.277	-0.131	-0.096	-0.17
516		-0.694	-0.369	-0.191	0.727	-0.184
517	LOC144402	-1.239	-0.537	-0.474	-1.356	0.164
518		-0.304	-0.41	-0.609	-0.083	-0.327
519	P38IP	-0.389	-0.261	-0.049	0.007	0.317
520		-0.607	-0.449	-0.154	-0.236	-0.844
521		-0.951	-0.492	-0.555	-0.279	-0.502
522		-0.435	-0.286	-0.349	-0.476	-0.349
523		-0.185	0.168	-0.174	-0.046	-0.11
524	FLJ30596	0.102	0.313	-0.042	-0.296	-0.177
525	MGC16169	0.363	-0.529	-0.176	-0.013	0.585
526	DKFZp547I048	-0.601	-0.361	-0.178	-0.674	-0.577
527		-0.233	-0.316	-0.451	-0.661	0.367
528	H-L(3)MBT	-0.71	-0.617	-0.406	-0.45	-0.063
529		-0.004	0.123	-0.246	-0.013	-0.198
530		-0.106	0.237	0.094	-0.173	-0.58
531	COL8A1	-0.392	0.021	-0.128	-0.312	-0.428
532	RPS4X	-0.043	0.214	0.039	0.235	-0.464
533	KIAA0404	-0.185	-0.009	-0.397	-0.563	-0.136
534	UBA52	-0.294	0.22	0.131	0.328	-0.109
535	RUNX2	-0.124	0.065	-0.088	0.087	-0.085
536	TFIP11	0.014	0.226	-0.14	-0.162	-0.063
537	PLTP	-0.018	-0.052	-0.27	-0.239	-0.288
538	KIAA0196	0.122	0.341	-0.097	0.181	0.286
539	KIAA0368	-0.309	0.139	0.102	0.327	0.115
540	MAPRE1	-0.991	0.177	0.61	1.301	0.248
541	UBE2E1	-0.157	0.03	0.043	0.454	-0.023
542	PFN2	-0.241	-0.23	0.028	0.541	-0.054
543	TRIP4	-0.2	0.202	-0.012	0.349	0.112
544	TCERG1	0.194	0.535	-0.056	-0.004	-0.201
545	MMP11	-0.126	0.142	-0.071	0.203	-0.12
546	CES1	-0.047	0.044	-0.211	-0.076	-0.496
547	XRCC5	0.256	0.443	0.287	0.417	-0.117
548	KIAA1701	0.075	0.35	0.15	0.108	-0.043
549	DCX	-0.605	-0.055	-0.26	-0.163	-0.103
550	GAS7	0.335	0.567	0.305	0.361	0.335
551	NRXN1	-0.183	-0.151	-0.132	0.251	0.047
552	RALGDS	0.238	0.167	0.048	-0.399	0.272
553		-0.454	-0.388	-0.453	-0.487	0.017
554		-0.203	-0.256	-0.419	-0.621	-0.38
555		-0.482	-0.154	0.125	0.16	-0.145
556		0.205	-0.024	0.208	0.434	0.665
557	SSBP2	0.149	0.107	-0.069	-0.037	0.327
558		0.042	-0.013	-0.322	-0.323	0.373
559		-0.325	-0.191	-0.199	-0.134	-0.041
560	EHM2	0.32	0.361	-0.19	0.069	0.365
561		-1.009	-0.536	-0.545	-0.15	-0.402
562	CYP3A7	-0.525	-0.412	-0.384	-0.467	-0.32
563		-0.456	-0.161	-0.26	-0.241	-0.053
564		-0.224	-0.157	-0.132	0.084	0.188
565	PPP1R15B	0.078	0.182	0.31	0.82	0.548
566	FLJ31208	0.172	0.128	-0.025	-0.216	0.057
567	CABC1	-0.175	-0.1	-0.301	-0.199	-0.25
568	ACTR8	-0.064	0.226	-0.018	0.035	-0.055
569		-0.123	0.027	0.014	-0.011	-0.074
570		-0.928	-0.46	-0.359	0.092	-0.185
571	FLJ20085	-0.086	0.277	0.1	0.024	-0.383
572	TIMM22	0.057	0.333	0.021	0.015	-0.132
573	FAIM2	0.064	-0.091	0.131	0.077	-0.051
574		-0.396	-0.066	-0.299	0.306	0.051
575	MDS032	-0.072	0.137	-0.236	0.094	-0.232
576	PDZD2	-0.279	0.444	0.301	2.086	-0.25
577	PPARBP	0.24	0.087	0.26	0.559	0.461
578		-0.262	-0.301	-0.725	-0.774	-0.542
579	CD53	-0.159	-0.119	0.044	0.042	0.143
580	FLJ10980	0.018	0.03	-0.2	0.289	0.199
581	CSPG2	-0.291	0.021	-0.169	0.038	0.075
582	CLDN4	0.096	0.069	1.099	0.63	1.503
583	IRX3	0.063	0.337	0.711	0.588	0.722
584		-0.067	0.132	0.007	0.122	-0.037
585	COL3A1	-0.582	-0.107	-0.562	-0.066	0.05
586		-0.018	0.011	-0.113	-0.126	-0.079
587	C1R	-0.134	-0.319	-0.119	-0.329	-0.118
588	TPM1	0.044	0.29	0.559	1.324	1.042
589		-0.286	-0.154	-0.014	0.222	-0.373
590		-0.496	-0.312	-0.212	-0.183	-0.318
591		-0.369	-0.203	-0.273	-0.282	-0.102
592		-0.332	0.13	-0.193	0.63	-0.334
593		-0.041	0.137	0.025	0.114	0.065
594		-0.894	-0.161	-0.642	0.162	-0.43
595	TINAG	-0.475	-0.066	-0.037	0.694	-0.339
596		-0.551	-0.096	-0.052	0.435	-0.352
597	HLALS	-0.511	-0.004	-0.173	0.33	0.123
598		-0.49	-0.017	-0.057	0.359	0.043
599		-0.737	0.196	-0.472	0.65	0.03
600		-0.249	0.009	-0.058	0.165	0.075
601		-1.054	-0.328	0.158	0.152	-0.239
602		-0.377	0.099	-0.12	0.041	-0.277
603		-0.524	-0.121	-0.126	0.168	-0.321
604		-0.618	-0.293	-0.027	0.473	0.044
605		-0.401	-0.101	0.221	0.598	-0.174
606		-0.52	-0.419	-0.295	0.646	-0.468
607		-0.74	-0.676	0.049	0.623	-0.296
608		-0.366	-0.153	-0.093	0.228	0.039
609		-0.619	-0.125	-0.003	0.422	-0.315
610	LOC148137	-0.362	-0.109	-0.343	-0.377	0.098
611		-0.119	-0.179	-0.186	-0.35	-0.109
612		-0.422	-0.257	-0.082	0.266	0.01
613		-0.225	0.038	-0.086	0.314	-0.023
614	GRM8	-0.514	-0.231	-0.287	0.217	-0.239
615		-0.229	0.072	-0.325	-0.252	-0.132
616		-0.086	-0.593	-0.099	0.275	-0.124
617		-0.679	-0.69	-0.314	0.191	-0.556
618		-0.771	-0.527	-0.447	0.217	-0.364
619		-0.539	-0.009	-0.238	-0.07	-0.084
620	DLAD	-0.459	0.133	-0.283	0.13	-0.108
621	CPNE2	-0.718	0.203	-0.228	0.693	-0.253
622		0.285	0.064	-0.127	-0.01	-0.094
623		-0.524	-0.058	0.043	0.418	-0.113
624	FLJ39155	-0.096	0.298	0.09	0.262	-0.005
625		-0.331	0.109	0.1	0.389	-0.336
626		-0.477	-0.23	-0.044	0.478	0
627		-0.35	-0.137	-0.309	1.299	-0.062
628		-0.157	0.097	0.245	-0.1	-0.376
629		-0.512	0.062	-0.302	0.424	-0.175
630		-0.521	-0.177	-0.36	0.242	-0.222
631		-0.585	-0.116	-0.008	0.58	-0.154
632		-0.332	-0.888	0.075	0.764	0.003
633	PTCH	-0.098	-0.219	-0.471	0.002	-0.278
634	PRKCBP1	-0.261	-0.102	-0.135	0.068	0.366
635		-0.449	-0.318	-0.17	0.429	0.067
636	GM2A	0.274	0.083	-0.062	-0.304	0.243
637		-0.036	1.508	-1.343	2.405	0.297
638		-0.679	-0.198	0.324	0.206	0.014
639		-0.625	0.756	1.774	1.594	-0.932
640		-0.103	0.043	-0.073	0.364	0.138
641		-0.419	-0.166	-0.083	0.018	0.029
642	SCAMP-4	-0.011	-0.072	-0.429	-0.615	-0.19
643		-0.175	0.195	0.028	0.18	-0.085
644		-0.242	-0.075	-0.135	0.036	-0.101
645	ZNF257	0.322	1.191	-0.204	2.369	-0.113
646	ID4	-0.24	0.109	0.045	0.313	0.191
647		-0.197	0.168	-0.318	-0.193	-0.606
648	ADRA2B	-0.275	-0.233	-0.258	0.181	-0.283
649		-0.198	-0.104	0.003	0.198	0.394
650	ERF	-0.314	-0.136	-0.127	-0.936	-0.162
651		0.03	-0.274	-0.085	0.155	-0.019
652	MUC13	-0.156	0.067	0.085	0.46	0.908
653	KITLG	-0.249	-0.134	-0.237	0.68	-0.206
654	KITLG	-0.216	-0.057	-0.296	0.604	-0.096
655		-0.313	-0.107	-0.285	0.237	-0.019
656		-0.487	-0.142	-0.368	-0.048	-0.042
657		-0.525	-0.161	-0.379	-0.17	-0.204
658		-0.224	-0.084	-0.202	-0.036	-0.174
659		-0.278	-0.215	-0.094	0.079	-0.258
660		-0.049	-0.039	0.21	0	0.128
661		0.286	2.277	0.795	2.158	0.826
662		-0.319	-0.065	-0.105	0.095	-0.065
663		-0.298	-0.302	-0.196	0.497	0.13
664		-0.281	0.033	-0.048	0.328	0.079
665	TRG@	-0.668	-0.366	-0.009	0.392	-0.197
666		-0.126	-0.227	-0.036	0.532	0.099
667		-0.195	0.424	0.929	1.515	0.085
668		-0.105	-0.111	0.45	0.978	0.292
669		-0.357	-0.507	-0.168	-0.451	-0.347
670		-0.237	0.456	0.127	-0.015	-0.463
671		-0.173	-0.261	0.145	0.022	-0.253
672	ANXA4	0.297	0.196	0.128	0.12	-0.069
673		-0.332	0.092	0.213	0.112	0.078
674		-0.419	-0.193	-0.293	-0.309	-0.131
675		-0.526	-0.08	-0.509	0.113	-0.231
676	KLK3	0.32	0.68	-0.243	2.299	0.466
677		-0.31	-0.316	-0.262	-0.225	-0.237
678		-0.269	-0.09	-0.306	-0.145	-0.47
679		-0.168	0.255	0.129	0.893	0.134
680		-0.481	0.016	0.172	0.709	-0.08
681	SLC21A12	0.242	0.042	-0.073	0.154	0.962
682	REG-IV	0.037	-1.065	-0.665	-0.309	-0.08
683		-0.526	0.168	0.197	0.359	-0.422
684		-0.181	-0.083	-0.056	0.395	-0.374
685		-0.285	-0.125	-0.338	0.723	-0.311
686		-0.252	-0.18	-0.277	0.076	-0.004
687		-0.433	0.314	0.2	1.632	-0.077
688		-0.428	-0.27	-0.089	0.168	-0.111
689		-0.304	-0.11	-0.086	0.372	-0.006
690	PAX2	-0.545	0.144	0.093	0.534	-0.021
691	LENG4	0.228	0.028	0.041	-0.512	0.725
692		-0.13	0.037	0.577	0.96	0.048
693		-0.106	-0.076	0.346	0.553	0.387
694		-0.25	-0.035	0.012	0.186	-0.039
695	YWHAZ	0.74	1.053	0.946	1.179	1.397
696		0.17	0.446	-0.508	0.742	0.48
697	SLC38A5	-0.075	0.044	0.207	0.016	0.19
698	ZNF339	0.223	0.275	-0.142	-0.133	-0.275
699		0.051	0.252	0.527	1.028	0.253
700		-0.506	0.045	0.006	0.257	0.11
701		-0.43	-0.437	-0.132	-0.148	-0.094
702		-0.175	0.04	-0.039	0.219	0.199
703		-0.002	-0.098	0.013	0.462	0.801
704	EIF3S5	0.031	0.377	0.048	0.221	-0.287
705	RPS3	-0.116	0.114	-0.063	0.016	-0.312
706	FLNB	-0.405	0.277	-0.012	0.24	-0.172
707		-0.114	-0.142	-0.363	-0.081	-0.272
708		-0.587	-0.032	-0.007	0.653	0.042
709		-0.758	-0.521	-0.35	0.051	-0.185
710		-0.104	-0.057	-0.22	0.05	-0.08
711		-0.389	0.03	-0.17	0.568	-0.155
712	TUBB4	0.052	0.145	-0.204	-0.349	0.07
713	CDH24	0.124	-0.057	-0.297	-0.305	-0.064
714	JJAZ1	-0.009	-0.245	-0.236	-0.059	0
715		-0.214	0.057	-0.077	-0.142	-0.055
716		-0.433	0.201	0.44	0.773	0.081
717		-0.017	0.07	0.021	0.161	-0.031
718		-0.225	-0.412	0.292	0.302	0.08
719		-0.343	-0.098	-0.273	0.411	0.047
720		-0.251	-0.215	-0.403	-0.032	-0.195
721		-0.206	-0.283	-0.299	-0.319	-0.05
722		-0.305	-0.488	-0.611	-0.154	-0.042
723	HSA277841	-0.248	-0.403	-0.542	0.039	-0.152
724		-0.908	-0.461	-0.311	-0.525	-0.13
725		-0.469	-0.657	-0.629	0.653	-0.279
726		-0.175	0.156	0.024	0.647	-0.304
727	GDEP	-0.107	-0.064	0.402	0.471	0.219
728		-0.211	-0.072	-0.064	0.445	-0.385
729		-0.48	-0.583	-0.275	0.325	-0.332
730		-0.568	-0.508	-0.453	-0.07	-0.328
731		-0.631	-0.318	-0.279	0.252	-0.094
732		-0.17	-0.298	-0.251	-0.015	-0.141
733	KLK3	-0.051	0.279	0.087	0.326	-0.193
734		0.191	0.294	-0.087	0.144	-0.05
735		0.162	0.461	0.492	1.069	-0.23
736		-0.378	-0.086	-0.32	0.799	-0.177
737	PSCA	0.17	-0.438	0.339	0.292	0.01
738	MMP23B	-0.086	-0.003	-0.173	0.112	-0.011
739		0.686	0.875	1.215	1.947	0.261
740		0.182	1.327	1.017	1.398	0.067
741		0.278	1.856	1.719	1.381	-0.436
742		0.112	-0.027	1.143		0.206
743		-0.245	1.314	0.885	-0.085	0.27
744		-0.627	0.588	1.078		0.305
745		-2.517	-2.349	-0.415	-2.222	
746			-0.375	0.28		3.807
747		-1.221		-0.766	5.358	-0.83
748			-1.659	-1.363	0.284	1.415
749			0.525			
750		-1.88	-0.759	4.087		
751					0.737	-1.585
752					0.207	
753						
754		-1.503				
755				2.874		-1.061
756						-1.515
757	SPRR1B	-0.511	-0.393	-0.34	0.27	0.983
758	CCL4	-0.681	-0.388	0.305	1.175	1.293
759	SSB	0.043	0.096	0.006	0.19	-0.175
760	SHBG	-0.289	-0.227	-0.238	-0.428	-0.388
761	SELE	-0.223	-0.17	-0.286	0.09	-0.016
762	STS	0.239	0.432	-0.006	0.501	0.452
763	RAB4A	0.295	0.373	0.087	0.365	0.368
764	RANBP1	-0.174	0.237	-0.199	-0.259	-0.728
765	PKLR	-0.026	-0.034	-0.138	-0.027	0.092
766	TYK2	0.004	-0.089	-0.15	-0.234	0.014
767	PTPRG	-0.53	-0.615	-0.78	-0.681	-0.73
768	PTPRA	-0.347	-0.269	-0.051	0.061	-0.047
769	PIGB	-0.094	-0.124	-0.392	-0.086	-0.132
770	ARHGEF16	0.026	-0.086	-0.271	-0.391	0.225
771	MSX2	0.049	0.039	-0.4	-0.073	-0.386
772	LZTR1	-0.003	-0.403	-0.198	-0.368	0.215
773	HERC2	-0.635	-0.803	-0.61	-0.628	-0.243
774	C6orf32	-0.678	-0.75	-0.755	-0.627	-0.533
775	WASF1	0.142	-0.655	-0.339	0.128	0.001
776	KIAA0265	0.244	-0.008	-0.212	0.171	0.524
777	UGTREL7	0.299	0.004	-0.145	-0.088	0.097
778	KIAA0254	0.245	-0.049	-0.276	0.166	0.219
779	C1orf16	-0.377	-0.488	-0.485	-0.534	-0.011
780	FLJ13291	0.071	0.062	-0.084	-0.162	0.053
781	SQLE	0.266	-0.034	-0.038	-0.154	0.608
782	MRPS12	0.13	0.461	0	-0.283	-0.336
783	TCF7L2	0.075	0.069	-0.241	-0.158	0.253
784	DPYS	-0.188	-0.112	-0.049	-0.266	0.014
785	SCAP1	-0.706	-0.706	-0.683	-0.547	-0.71
786	TMSNB	-0.404	-0.688	-0.739	-0.405	-0.391
787	DDX11	-0.083	0	-0.532	-0.544	-0.522
788	SNTB1	-0.722	-0.738	-0.623	-0.487	-0.66
789	TEB4	-0.115	0.054	-0.171	0.254	-0.212
790	RAC3	-0.017	0.012	-0.076	0.15	-0.172
791	P2RX4	-0.007	0.019	0.085	0.376	0.462
792	NDUFS4	0.035	0.202	-0.113	0.113	-0.209
793	CRHR1	-0.385	-0.33	-0.559	-0.393	-0.376
794	CLPS	-0.339	-0.406	-0.55	-0.416	-0.27
795	CBLN1	-0.377	-0.339	-0.643	-0.407	-0.435
796		-0.178	0.163	-0.007	0.224	-0.387
797	CD8A	0.007	-0.109	-0.012	0.316	0.16
798	CD48	0.331	0.335	0.353	0.497	0.554
799	POLR2J2	0.105	-0.111	-0.18	-0.414	0.211
800	APOB	-0.663	-0.498	-0.491	-0.292	-0.274
801	ALDH7A1	0.234	0.165	-0.063	-0.057	-0.221
802	ANXA11	0.197	0.196	0.022	0.056	0.092
803	ANXA7	0.32	0.434	0.275	0.557	0.55
804	ANXA1	-0.109	-0.106	-0.296	-0.032	-0.301
805	IGFBP6	-0.565	-0.47	-0.546	-0.565	-0.372
806	IGF2	-0.134	-0.163	-0.139	-0.036	-0.069
807	INPPL1	-0.295	-0.202	-0.215	-0.046	-0.132
808	IGHM	-0.053	-0.097	-0.15	-0.021	-0.191
809	MCL1	0.41	0.299	0.514	0.647	0.704
810	NR4A2	0.148	-0.014	0.001	0.047	0.059
811	IKBKG	-0.207	-0.287	-0.535	-0.448	-0.652
812	NCOR2	0.018	0.06	-0.277	-0.457	0.05
813	STAM	0.057	0.016	-0.207	0.238	0.065
814	SPTLC2	-0.049	-0.189	-0.294	-0.133	-0.228
815	SLN	-0.172	-0.329	-0.207	-0.117	-0.242
816	RPL28	-0.149	0.228	-0.033	0.135	-0.169
817		-0.105	0.065	-0.263	0.004	-0.014
818	SLC12A4	-0.173	-0.227	-0.279	-0.187	0.209
819	HRI	0.347	0.381	-0.058	0.051	0.177
820		-0.013	-0.054	-0.283	-0.161	-0.532
821	PWP1	-0.013	0.175	-0.054	0.142	-0.231
822	CUL1	0.15	0.266	-0.012	0.249	0.083
823	PMSCL1	-0.155	0.241	-0.376	-0.075	-0.516
824	HIBCH	-0.292	-0.184	-0.403	-0.301	-0.304
825	TPD52	0.059	0.056	-0.239	0.289	0.179
826	P84	-0.053	-0.071	-0.245	0.142	-0.319
827	HRIHFB2206	0.133	0.207	-0.379	-0.201	-0.228
828	SEC13L1	0.061	0.241	0.026	0.044	-0.03
829	JDP2	0.234	0.14	0.051	0.118	0.369
830	LYN	0.172	0.244	0.177	0.374	0.313
831	REL	0.139	0.038	0.046	0.186	0.079
832	MKRN2	0.048	0.018	-0.076	0.17	-0.088
833	UROD	-0.093	-0.081	-0.303	-0.212	-0.377
834	THBS2	-0.139	-0.148	-0.142	0.004	-0.198
835	LYSAL1	0.199	0.118	-0.125	0.001	0.087
836	HCDI	0.123	0.123	-0.041	-0.047	0.273
837		-0.028	-0.088	0.072	-0.058	0.245
838	OS4	0.187	0.512	0.33	0.511	0.132
839	MADH4	0.125	0.121	0.042	0.438	0.071
840	ADARB1	0.184	-0.063	-0.153	-0.276	-0.104
841	FLJ13195	0.192	0.027	-0.281	-0.26	-0.099
842	AP1G1	0.194	-0.04	0.187	0.584	0.696
843	FAF1	0.554	0.399	-0.085	0.342	0.516
844		-0.107	0.027	-0.234	0.156	0.296
845	PRKWNK1	-0.205	-0.009	-0.185	-0.043	-0.024
846	GRIP1	-0.179	-0.037	-0.167	-0.074	-0.13
847		0.019	-0.055	-0.099	0.298	0.482
848	SMBP	-0.027	-0.142	-0.136	-0.186	0.026
849	VNN3	-0.425	-0.575	-0.465	-0.364	-0.295
850	HSU79266	-0.245	-0.067	-0.779	-0.654	-0.683
851	PAI-RBP1	0.412	0.641	0.093	-0.019	0.121
852	RSC1A1	-0.011	-0.038	-0.095	0.063	-0.039
853	FLJ10707	0.079	0.188	0.074	0.119	0.166
854	FLJ30092	0.069	0.012	-0.281	-0.151	0.372
855	MGC11349	-0.103	0.019	-0.16	-0.101	0.074
856	C6orf4	-0.01	-0.046	-0.404	0.012	-0.041
857	FLJ14153	0.023	0.196	-0.034	0.301	0.235
858	FKBP5	0.108	0.214	0.014	0.025	-0.058
859		-0.026	0.097	-0.004	-0.083	-0.133
860		-0.204	-0.386	-0.225	0.209	-0.05
861		0.124	-0.032	0.06	0.135	0.406
862	ICB-1	-0.322	-0.392	-0.242	0.029	-0.151
863	UQCR	0.489	0.196	0.925	2.111	0.122
864	CACH-1	-0.307	-0.171	-0.194	-0.013	-0.092
865	CUL3	-0.012	0.187	-0.047	0.231	-0.211
866		-0.417	-0.555	-0.385	-0.455	-0.34
867	DKFZp564B0769	0.205	-0.032	-0.202	0.274	0.112
868		-0.307	-0.311	-0.183	-0.213	-0.121
869		-0.448	-0.209	-0.516	-0.371	-0.094
870		-0.379	-0.464	-0.705	-0.16	0.03
871		-0.562	-0.397	-0.554	-0.323	-0.232
872		-0.421	-0.443	-0.484	-0.355	-0.115
873		-0.5	-0.588	-0.534	-0.433	-0.289
874		-0.5	-0.475	-0.309	-0.395	-0.294
875	PRO2521	-0.159	-0.456	-0.372	-0.099	0.248
876		-0.768	-0.564	-0.36	-0.41	-0.238
877		0.135	0.085	-0.034	-0.062	-0.076
878	FLJ90013	0.073	-0.236	-0.348	0.023	0.079
879		-0.019	-0.099	0.035	-0.107	0.081
880		-0.346	-0.114	-0.259	0.072	0.061
881		-0.493	-0.28	-0.172	-0.047	-0.046
882	RBIG1	-0.204	-0.203	-0.269	-0.167	0.52
883		-0.054	0.036	-0.051	-0.058	-0.184
884		-0.329	-0.294	-0.103	-0.138	-0.059
885	UGDH	0.15	0.15	0.321	0.818	0.143
886		0.073	0.077	-0.079	0.169	0.005
887		-0.39	-0.358	-0.361	-0.296	-0.19
888		-0.488	-0.395	-0.354	-0.369	-0.134
889		0.065	-0.061	-0.073	-0.342	-0.231
890	KIAA1573	0.261	-0.35	-0.185	-0.131	0.312
891		0.155	0.001	0.333	0.386	0.305
892		-0.594	-0.316	-0.297	-0.08	-0.355
893		-0.215	-0.504	-0.405	-0.437	-0.187
894		-0.66	-0.564	-0.373	-0.215	-0.265
895		-0.429	-0.408	-0.334	-0.628	-0.21
896		0.288	0.164	-0.02	0.052	0.213
897		-0.295	-0.464	-0.438	-0.284	-0.105
898	FLJ23462	-0.6	-0.616	-0.437	-0.33	-0.396
899		-0.816	-0.539	-0.615	-0.445	-0.409
900		-0.703	-0.61	-0.595	-0.5	-0.133
901		-0.485	-0.537	-0.646	-0.22	-0.417
902		-0.59	-0.334	-0.302	-0.282	-0.055
903		-0.137	0.271	0.03	-0.06	-0.524
904	DKFZP566C134	-0.445	-0.246	0.013	0.097	-0.034
905		-0.329	-0.28	-0.131	-0.078	-0.079
906		-0.588	-0.565	-0.361	-0.224	-0.172
907	BHMT2	-0.246	-0.432	-0.207	-0.372	-0.081
908		-0.349	-0.483	-0.179	-0.557	-0.126
909		-0.434	-0.385	-0.254	-0.319	0.018
910		-0.335	-0.27	-0.267	-0.317	-0.092
911	CREBBP	-0.054	-0.001	-0.079	-0.148	-0.089
912	PRKY	0.1	-0.214	-0.142	-0.152	-0.075
913	PARL	-0.022	0.238	-0.107	-0.147	-0.245
914	C14orf1	-0.097	-0.187	-0.384	-0.137	-0.044
915	RARRES3	-0.292	-0.366	-0.518	-0.649	-0.785
916	GNAS	0.358	0.439	0.078	0.061	0.445
917	MRPL21	-0.153	0.091	-0.112	-0.2	-0.524
918	eIF2a	0.144	0.158	0.003	0.195	0.188
919	RES4-22	0.069	-0.061	-0.105	-0.306	0.232
920	KRTHA4	-0.549	-0.721	-0.607	-0.565	-0.347
921	SOX5	0.967	1.159	0.666	0.494	0.725
922	BAT4	-0.188	-0.199	-0.432	-0.364	-0.119
923	PSMD11	0.281	0.475	0.266	0.331	0.292
924	FLJ32389	-0.17	-0.211	0.026	-0.172	0.135
925	SEPN1	-0.092	-0.027	-0.342	-0.456	-0.136
926		-0.097	-0.099	-0.175	0.078	-0.187
927		-0.025	0.04	-0.057	0.223	0.089
928	NUP62	-0.592	-0.512	-0.564	-0.725	-0.52
929		-0.302	-0.213	-0.388	-0.388	-0.137
930	MGC4172	-0.125	-0.006	-0.321	-0.419	-0.317
931	FLJ32430	-0.193	-0.224	-0.476	-0.354	-0.022
932	FLJ22242	-0.036	-0.523	-0.433	-0.415	-0.337
933	ARHGAP10	0.017	0.029	0.011	0.444	0.153
934		-0.296	-0.356	-0.361	-0.375	-0.323
935	FLJ11286	0.111	-0.318	-0.483	-0.23	-0.153
936	FADS1	-0.652	-0.809	-0.56	-0.624	-0.363
937	76P	-0.088	-0.009	0.091	0.21	0.211
938		-0.68	-0.645	-0.535	-0.502	-0.296
939		-0.3	-0.47	-0.607	-0.494	-0.417
940		-0.68	-0.512	-0.611	-0.465	-0.608
941		-0.775	-0.64	-0.684	-0.616	-0.476
942		-0.63	-0.577	-0.414	-0.413	-0.182
943	FLJ33817	-0.195	-0.043	-0.362	-0.31	-0.221
944		-0.132	-0.278	-0.367	-0.17	-0.143
945	USP19	-0.194	-0.07	-0.472	-0.499	-0.268
946		0.062	-0.061	-0.258	-0.554	-0.364
947	GNAQ	-0.116	-0.18	-0.413	-0.243	-0.57
948		-0.137	-0.165	-0.268	-0.23	-0.003
949	KIAA1014	-0.038	-0.066	-0.299	-0.346	0.116
950	ENPP5	-0.246	-0.41	-0.429	-0.415	-0.182
951	CHCR	-0.436	-0.383	-0.458	-0.429	-0.231
952	KIAA1948	-0.476	-0.47	-0.508	-0.414	-0.216
953	KIAA1871	-0.263	-0.489	-0.534	-0.392	-0.097
954	FLJ22638	-0.115	0.063	-0.217	-0.132	-0.28
955		-0.422	-0.38	-0.447	-0.131	-0.196
956		-0.18	-0.405	-0.377	-0.248	-0.256
957	DJ971N18.2	-0.128	-0.024	-0.37	-0.049	0.036
958	H2AFL	0.174	-0.361	-0.665	-0.412	-0.16
959	KIAA0602	-0.164	-0.309	-0.568	-0.573	-0.209
960		-0.191	-0.437	-0.36	-0.26	-0.007
961	THRA	0.07	0.223	-0.086	-0.089	-0.067
962	ERBB2	0.165	0.024	-0.229	-0.577	-0.08
963	RAB5A	0.312	0.356	0.146	0.322	0.304
964	WNT2	-0.4	-0.47	-0.499	-0.316	-0.371
965	THRA	0.211	0.429	0.525	0.465	0.545
966	RET	0.283	0.443	0.542	0.373	0.627
967	EGFR	-0.16	-0.392	0.479	0.511	0.385
968	PDGFB	0.007	0.116	1.244	1.831	2.504
969	JUN	0.368	0.551	0.977	1.24	1.285
970	ZFP36L1	0.525	0.209	-0.226	0.446	0.297
971	MYC	0.13	0.451	0.243	-0.349	0.022
972	CASP3	0.432	0.402	0.67	0.863	0.751
973	MGC5391	-0.438	-0.422	-0.553	-0.679	-0.363
974		-0.51	-0.723	-0.573	-0.339	-0.342
975		0.114	-0.229	-0.445	-0.181	-0.081
